,TCGA-E9-A1N6-11,TCGA-BQ-5879-11,TCGA-BD-A3EP-11,TCGA-EM-A3ST-11,TCGA-BH-A0BW-11,TCGA-FY-A3TY-11,TCGA-CJ-5681-11,TCGA-MY-A5BF-11,TCGA-BH-A0B3-11,TCGA-CZ-4863-11,TCGA-BH-A1EO-11,TCGA-CV-7416-11,TCGA-FV-A23B-11,TCGA-A6-2684-11,TCGA-AA-3520-11,TCGA-EL-A3GZ-11,TCGA-44-5645-11,TCGA-CV-7178-11,TCGA-CZ-5465-11,TCGA-DD-A118-11,TCGA-GI-A2C8-11,TCGA-DD-A1EJ-11,TCGA-50-6595-11,TCGA-BH-A18M-11,TCGA-BH-A1FD-11,TCGA-BG-A3EW-11,TCGA-BC-A110-11,TCGA-AF-5654-11,TCGA-DD-A39Z-11,TCGA-BH-A0DZ-11,TCGA-85-7710-11,TCGA-AA-3514-11,TCGA-BT-A2LB-11,TCGA-AC-A23H-11,TCGA-A6-2678-11,TCGA-BH-A1FJ-11,TCGA-AF-2689-11,TCGA-DD-A39W-11,TCGA-CV-7177-11,TCGA-A6-2685-11,TCGA-38-4625-11,TCGA-55-6981-11,TCGA-43-7658-11,TCGA-CZ-5982-11,TCGA-CG-5728-11,TCGA-BH-A0DQ-11,TCGA-50-5935-11,TCGA-EL-A3T0-11,TCGA-K4-A3WV-11,TCGA-B8-4620-11,TCGA-BH-A0B8-11,TCGA-BH-A0DH-11,TCGA-KS-A41J-11,TCGA-BH-A0DK-11,TCGA-HU-A4GP-11,TCGA-EM-A1CV-11,TCGA-77-7142-11,TCGA-B0-5712-11,TCGA-BH-A18Q-11,TCGA-55-6984-11,TCGA-K4-A5RI-11,TCGA-B0-5690-11,TCGA-CV-7252-11,TCGA-HD-A6HZ-11,TCGA-IG-A3I8-11,TCGA-GL-7966-11,TCGA-DO-A1JZ-11,TCGA-A7-A13E-11,TCGA-CZ-5470-11,TCGA-KS-A41I-11,TCGA-A7-A0CE-11,TCGA-BH-A1FG-11,TCGA-KN-8424-11,TCGA-E2-A15M-11,TCGA-CZ-4865-11,TCGA-44-2657-11,TCGA-BJ-A28X-11,TCGA-BH-A1F6-11,TCGA-55-6979-11,TCGA-BR-7716-11,TCGA-EL-A3MX-11,TCGA-BC-A10Q-11,TCGA-DI-A2QY-11,TCGA-EL-A3TB-11,TCGA-E9-A1NA-11,TCGA-AX-A2HC-11,TCGA-AJ-A3NE-11,TCGA-91-6836-11,TCGA-DD-A3A2-11,TCGA-BH-A1EU-11,TCGA-91-6835-11,TCGA-H6-8124-11,TCGA-CV-7242-11,TCGA-E2-A15K-11,TCGA-BH-A0HA-11,TCGA-KN-8422-11,TCGA-BH-A0BA-11,TCGA-BH-A1FU-11,TCGA-AA-3660-11,TCGA-55-6986-11,TCGA-CG-5722-11,TCGA-EL-A3ZL-11,TCGA-IN-AB1X-11,TCGA-CW-5580-11,TCGA-BC-A10R-11,TCGA-AC-A2FF-11,TCGA-BH-A0HK-11,TCGA-BH-A203-11,TCGA-AJ-A3NC-11,TCGA-49-6744-11,TCGA-BQ-5888-11,TCGA-43-7657-11,TCGA-B0-5691-11,TCGA-EL-A3ZQ-11,TCGA-EL-A3T1-11,TCGA-A7-A0DC-11,TCGA-AA-3662-11,TCGA-BK-A4ZD-11,TCGA-BC-A216-11,TCGA-BJ-A2N7-11,TCGA-A7-A0DB-11,TCGA-X7-A8D7-11,TCGA-44-2661-11,TCGA-KN-8437-11,TCGA-55-6971-11,TCGA-CV-6934-11,TCGA-KN-8429-11,TCGA-BH-A18K-11,TCGA-AX-A0J0-11,TCGA-BH-A0BC-11,TCGA-AA-3531-11,TCGA-GD-A2C5-11,TCGA-E2-A15I-11,TCGA-BH-A1FE-11,TCGA-CV-7438-11,TCGA-49-6761-11,TCGA-E9-A1N4-11,TCGA-44-6145-11,TCGA-EL-A3H1-11,TCGA-A6-2683-11,TCGA-AX-A05Y-11,TCGA-L5-A4OJ-11,TCGA-DZ-6133-11,TCGA-43-6647-11,TCGA-44-6777-11,TCGA-H7-A6C4-11,TCGA-BH-A0BZ-11,TCGA-CV-7255-11,TCGA-E2-A1LS-11,TCGA-AA-3496-11,TCGA-BH-A1FM-11,TCGA-A4-A4ZT-11,TCGA-BH-A18U-11,TCGA-BQ-5878-11,TCGA-EL-A3N3-11,TCGA-BH-A0H7-11,TCGA-AA-3527-11,TCGA-H2-A3RI-11,TCGA-E9-A1N9-11,TCGA-BC-A10Z-11,TCGA-55-6985-11,TCGA-AA-3516-11,TCGA-BH-A0C0-11,TCGA-E9-A1NF-11,TCGA-W5-AA34-11,TCGA-BH-A18J-11,TCGA-BH-A208-11,TCGA-E9-A1R7-11,TCGA-BJ-A2N8-11,TCGA-DD-A113-11,TCGA-BH-A0AU-11,TCGA-KS-A41L-11,TCGA-56-7731-11,TCGA-A6-5667-11,TCGA-55-6970-11,TCGA-E2-A1LB-11,TCGA-HD-8635-11,TCGA-BR-6458-11,TCGA-BH-A18S-11,TCGA-EL-A3ZR-11,TCGA-A6-5665-11,TCGA-BQ-5891-11,TCGA-BH-A0DV-11,TCGA-CJ-6033-11,TCGA-B0-5705-11,TCGA-AG-3732-11,TCGA-L5-A4OM-11,TCGA-BH-A0H5-11,TCGA-22-5481-11,TCGA-BH-A18P-11,TCGA-BH-A18R-11,TCGA-BT-A20U-11,TCGA-44-2655-11,TCGA-92-7340-11,TCGA-AA-3534-11,TCGA-BH-A204-11,TCGA-EL-A3ZS-11,TCGA-A7-A0D9-11,TCGA-BH-A0E0-11,TCGA-KN-8432-11,TCGA-34-8454-11,TCGA-BH-A209-11,TCGA-BH-A0BS-11,TCGA-AC-A2FM-11,TCGA-91-6849-11,TCGA-44-2665-11,TCGA-44-6776-11,TCGA-FX-A2QS-11,TCGA-CV-7425-11,TCGA-FU-A3EO-11,TCGA-E9-A1RB-11,TCGA-A7-A13G-11,TCGA-E8-A2JQ-11,TCGA-BH-A1EW-11,TCGA-X7-A8D6-11,TCGA-DD-A3A5-11,TCGA-E9-A1RH-11,TCGA-EL-A3T7-11,TCGA-ET-A3DP-11,TCGA-BR-6564-11,TCGA-KN-8433-11,TCGA-E9-A1RC-11,TCGA-EM-A1CW-11,TCGA-BH-A1F8-11,TCGA-IC-A6RF-11,TCGA-A6-2680-11,TCGA-BH-A0BM-11,TCGA-KN-8431-11,TCGA-BH-A0AY-11,TCGA-CV-7238-11,TCGA-BH-A18V-11,TCGA-BH-A1F2-11,TCGA-KL-8336-11,TCGA-E9-A1NG-11,TCGA-55-6982-11,TCGA-AF-2692-11,TCGA-CJ-5680-11,TCGA-E2-A158-11,TCGA-BJ-A3PR-11,TCGA-BH-A0DL-11,TCGA-EL-A3MW-11,TCGA-BH-A1FH-11,TCGA-B0-5709-11,TCGA-KN-8434-11,TCGA-44-3398-11,TCGA-BH-A1EN-11,TCGA-EL-A3N2-11,TCGA-CG-5730-11,TCGA-KO-8415-11,TCGA-BG-A3PP-11,TCGA-BH-A0B7-11,TCGA-BH-A0BJ-11,TCGA-BH-A0BQ-11,TCGA-AZ-6603-11,TCGA-FV-A3I1-11,TCGA-BJ-A2N9-11,TCGA-AF-2691-11,TCGA-BH-A0DP-11,TCGA-BH-A0DG-11,TCGA-KL-8324-11,TCGA-77-7335-11,TCGA-BH-A0E1-11,TCGA-HU-A4GY-11,TCGA-56-7823-11,TCGA-BJ-A28W-11,TCGA-L5-A4OG-11,TCGA-DD-A1EC-11,TCGA-BC-A10X-11,TCGA-HM-A3JJ-11,TCGA-P8-A5KD-11,TCGA-BH-A1F0-11,TCGA-51-4079-11,TCGA-DD-A11D-11,TCGA-BH-A0H9-11,TCGA-91-6847-11,TCGA-AJ-A3NH-11,TCGA-56-8082-11,TCGA-49-4512-11,TCGA-EL-A3ZO-11,TCGA-A6-2686-11,TCGA-CZ-5467-11,TCGA-GD-A3OP-11,TCGA-A7-A0CH-11,TCGA-CG-5733-11,TCGA-BH-A0BT-11,TCGA-BR-8060-11,TCGA-CW-5587-11,TCGA-49-4490-11,TCGA-E2-A1L7-11,TCGA-KL-8329-11,TCGA-E9-A1RF-11,TCGA-GI-A2C9-11,TCGA-BH-A1FN-11,TCGA-EM-A1CS-11,TCGA-DD-A1EB-11,TCGA-44-6147-11,TCGA-A6-2679-11,TCGA-BQ-7061-11,TCGA-BH-A0BV-11,TCGA-BR-6852-11,TCGA-GE-A2C6-11,TCGA-GC-A3WC-11,TCGA-EM-A1YC-11,TCGA-BH-A1ET-11,TCGA-E9-A1RI-11,TCGA-BH-A1FC-11,TCGA-BJ-A28R-11,TCGA-E2-A1LH-11,TCGA-BH-A0C3-11,TCGA-AA-3518-11,TCGA-AZ-6598-11,TCGA-DD-A3A6-11,TCGA-EL-A3H7-11,TCGA-A3-3358-11,TCGA-EL-A3T6-11,TCGA-BG-A2AD-11,TCGA-CV-6955-11,TCGA-E2-A153-11,TCGA-BH-A18L-11,TCGA-E2-A1IG-11,TCGA-EL-A3T2-11,TCGA-BH-A1EV-11,TCGA-W5-AA2R-11,TCGA-BH-A0DO-11,TCGA-BH-A1FB-11,TCGA-AG-3742-11,TCGA-B8-5552-11,TCGA-BT-A20R-11,TCGA-AG-3725-11,TCGA-BH-A1FR-11,TCGA-49-6743-11,TCGA-A7-A13F-11,TCGA-BH-A0AZ-11,TCGA-AX-A2HD-11,TCGA-E9-A1ND-11,TCGA-38-4627-11,TCGA-BH-A0DT-11,TCGA-AX-A0IZ-11,TCGA-W5-AA2U-11,TCGA-BH-A18N-11,TCGA-AC-A2FB-11,TCGA-DD-A39X-11,TCGA-E9-A1RD-11,TCGA-44-3396-11,TCGA-BR-7704-11,TCGA-E2-A1BC-11,TCGA-FV-A3I0-11,TCGA-ET-A2N5-11,TCGA-CJ-5677-11,TCGA-EL-A3ZK-11,TCGA-BQ-5875-11,TCGA-EL-A3ZH-11,TCGA-33-4587-11,TCGA-H6-A45N-11,TCGA-BQ-5884-11,TCGA-GC-A6I3-11,TCGA-BH-A0B5-11,TCGA-E9-A1N5-11,TCGA-50-5931-11,TCGA-38-4626-11
MSN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZDHHC9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC25A14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFE3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAMP7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOXP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATP6AP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARHGEF9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDR13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTMR8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KCND1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTMR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBM41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYLC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSC22D3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNASE1L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOSPD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TKTL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAB9B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPC4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
